Region,Year,Broad Category,COFOG Division,COFOG Division Name,COFOG Basis,Original Code,Original Name (native language),English Translation,Commitment (EUR '000),Payment (EUR '000),Notes
Brussels,2026,"Culture, Youth, Sport & Media",08,"Recreation, culture and religion","Approximated (Claude, Division-level only)",M39-P155,Planification régionale et relations extérieures / Financer CIVA,"Fund CIVA (International Centre for City, Architecture and Landscape)",2971,3041,
Brussels,2026,"Culture, Youth, Sport & Media",08,"Recreation, culture and religion","Approximated (Claude, Division-level only)",M39-P156,Planification régionale et relations extérieures / Financer Kanal,Fund Kanal (Kanal-Centre Pompidou contemporary art museum),86675,86675,
Brussels,2026,Health & Social Welfare/Care,10,Social protection,"Approximated (Claude, Division-level only)",M45-P001,Social – Santé / Financer la Commission communautaire commune,Fund the Common Community Commission (COCOM),236109,236109,[COFOG] BLENDED: the three Community Commissions (COCOM/VGC/COCOF) jointly fund both Health (07) and Social protection (10) competencies; not separable at this data grain. Primary = 10.
Brussels,2026,Health & Social Welfare/Care,10,Social protection,"Approximated (Claude, Division-level only)",M45-P002,Social – Santé / Financer la Commission communautaire flamande,Fund the Flemish Community Commission (VGC),98476,98476,[COFOG] BLENDED: the three Community Commissions (COCOM/VGC/COCOF) jointly fund both Health (07) and Social protection (10) competencies; not separable at this data grain. Primary = 10.
Brussels,2026,Health & Social Welfare/Care,10,Social protection,"Approximated (Claude, Division-level only)",M45-P003,Social – Santé / Financer la Commission communautaire,"Fund the [French] Community Commission (COCOF) [name truncated in source PDF extraction — ending inferred from context, not verified]",357090,357090,[COFOG] BLENDED: the three Community Commissions (COCOM/VGC/COCOF) jointly fund both Health (07) and Social protection (10) competencies; not separable at this data grain. Primary = 10.
Brussels,2026,Health & Social Welfare/Care,10,Social protection,"Approximated (Claude, Division-level only)",M45-P041,Social – Santé / Gérer efficacement l'accueil dans le cadre des crises,"Efficiently manage reception under crisis [situations] [name truncated in source PDF extraction — ending inferred from context, not verified]",47657,46716,[COFOG] BLENDED: the three Community Commissions (COCOM/VGC/COCOF) jointly fund both Health (07) and Social protection (10) competencies; not separable at this data grain. Primary = 10.
Brussels,2026,Provisions/Other,XX,Unclassified / not allocable to a single division,"Approximated (Claude, Division-level only)",M36-P043,"Finances, Budget et Fiscalité / Gérer efficacement les provisions",Efficiently manage provisions,0,0,Split out from Finance & Budget for comparability with the other regions' dedicated Provisions divisions/domains. | [COFOG] Reserve/provision.
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",01,General public services,Source-classified (Confirmed),COFOG-01400,Basic research,Basic research,n/q — see Notes,48414,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] COFOG classifies economy-wide basic research under General Public Services (01.4), not under Economic Affairs — a COFOG quirk, not a Belgian one."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01401,Basic research (closest UN match),Basic research (closest UN match),n/q — see Notes,26477,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] COFOG classifies economy-wide basic research under General Public Services (01.4); source's own closest-UN-match approximation."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",01,General public services,Source-classified (Confirmed),COFOG-01500,R&D General public services,R&D General public services,n/q — see Notes,6474,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] COFOG 01.5 (distinct from 01.4 'Basic research') — R&D funded through the general-public-services division rather than a sector-specific one."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01520,R&D General public services (closest UN match),R&D General public services (closest UN match),n/q — see Notes,0,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] COFOG 01.5; source's own closest-UN-match approximation."
Federal,2025,Finance & Budget,01,General public services,Source-classified (Confirmed),COFOG-01120,Financial and fiscal affairs,Financial and fiscal affairs,n/q — see Notes,0,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Finance & Budget,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01121,Financial and fiscal affairs (closest UN match),Financial and fiscal affairs (closest UN match),n/q — see Notes,1859542,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Finance & Budget,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01122,Financial and fiscal affairs (closest UN match),Financial and fiscal affairs (closest UN match),n/q — see Notes,605091,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Finance & Budget,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01124,Financial and fiscal affairs (closest UN match),Financial and fiscal affairs (closest UN match),n/q — see Notes,0,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Finance & Budget,01,General public services,Source-classified (Confirmed),COFOG-01710,Public debt transactions,Public debt transactions,n/q — see Notes,10889361,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Finance & Budget,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01720,Public debt transactions (closest UN match),Public debt transactions (closest UN match),n/q — see Notes,23636279,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Finance & Budget,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01740,Public debt transactions (closest UN match),Public debt transactions (closest UN match),n/q — see Notes,3000,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Finance & Budget,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01770,Public debt transactions (closest UN match),Public debt transactions (closest UN match),n/q — see Notes,3781420,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Foreign Affairs & International,01,General public services,Source-classified (Confirmed),COFOG-01130,External affairs,External affairs,n/q — see Notes,117603,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Foreign Affairs & International,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01131,External affairs (closest UN match),External affairs (closest UN match),n/q — see Notes,237946,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Foreign Affairs & International,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01132,External affairs (closest UN match),External affairs (closest UN match),n/q — see Notes,3965416,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Foreign Affairs & International,01,General public services,Source-classified (Confirmed),COFOG-01200,Foreign economic aid,Foreign economic aid,n/q — see Notes,546526,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Foreign Affairs & International,01,General public services,Source-classified (Confirmed),COFOG-01210,Economic aid to developing countries and countries in transition,Economic aid to developing countries and countries in transition,n/q — see Notes,113595,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Foreign Affairs & International,01,General public services,Source-classified (Confirmed),COFOG-01220,Economic aid routed through international organizations,Economic aid routed through international organizations,n/q — see Notes,390576,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Foreign Affairs & International,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01230,Foreign economic aid (closest UN match),Foreign economic aid (closest UN match),n/q — see Notes,40164,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Foreign Affairs & International,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01240,Foreign economic aid (closest UN match),Foreign economic aid (closest UN match),n/q — see Notes,121000,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,General Administration,01,General public services,Source-classified (Confirmed),COFOG-01000,General public services,General public services,n/q — see Notes,1978022,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,General Administration,01,General public services,Source-classified (Confirmed),COFOG-01100,"Executive and legislative organs, financial and fiscal affairs, external affairs","Executive and legislative organs, financial and fiscal affairs, external affairs",n/q — see Notes,8207,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] Umbrella group-level row bundling 3 distinct functions; cannot be split."
Federal,2025,General Administration,01,General public services,Source-classified (Confirmed),COFOG-01110,Executive and legislative organs,Executive and legislative organs,n/q — see Notes,78143,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] COFOG class 01.1.1 bundles executive AND legislative organs together at source. Cannot be split into Parliament/Legislature vs Government Cabinet(s) vs General Administration from this data — COFOG itself does not distinguish them at this level."
Federal,2025,General Administration,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01111,Executive and legislative organs (closest UN match),Executive and legislative organs (closest UN match),n/q — see Notes,17193,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] COFOG class 01.1.1 bundles executive AND legislative organs together at source; source's own closest-UN-match approximation. Cannot be split further."
Federal,2025,General Administration,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01112,Executive and legislative organs (closest UN match),Executive and legislative organs (closest UN match),n/q — see Notes,241980,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] COFOG class 01.1.1 bundles executive AND legislative organs together at source; source's own closest-UN-match approximation. Cannot be split further."
Federal,2025,General Administration,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01113,Executive and legislative organs (closest UN match),Executive and legislative organs (closest UN match),n/q — see Notes,16588,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] COFOG class 01.1.1 bundles executive AND legislative organs together at source; source's own closest-UN-match approximation. Cannot be split further."
Federal,2025,General Administration,01,General public services,Source-classified (Confirmed),COFOG-01320,Overall planning and statistical services,Overall planning and statistical services,n/q — see Notes,58467,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,General Administration,01,General public services,Source-classified (Confirmed),COFOG-01330,Other general services,Other general services,n/q — see Notes,1084966,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,General Administration,01,General public services,Source-classified (Confirmed),COFOG-01600,General public services n.e.c.,General public services n.e.c.,n/q — see Notes,12522,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,01,General public services,Source-classified (Confirmed),COFOG-01800,Transfers of a general character between different levels of government,Transfers of a general character between different levels of government,n/q — see Notes,828940,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01811,Transfers of a general character between different levels of government (closest UN match),Transfers of a general character between different levels of government (closest UN match),n/q — see Notes,17042333,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01821,Transfers of a general character between different levels of government (closest UN match),Transfers of a general character between different levels of government (closest UN match),n/q — see Notes,207467,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-01840,Transfers of a general character between different levels of government (closest UN match),Transfers of a general character between different levels of government (closest UN match),n/q — see Notes,10946789,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Support Services (personnel/digital/legal),01,General public services,Source-classified (Confirmed),COFOG-01310,General personnel services,General personnel services,n/q — see Notes,79517,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Defence,02,Defence,Source-classified (Confirmed),COFOG-02100,Military defence,Military defence,n/q — see Notes,10362637,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] New Broad Category — federal-only function with no regional equivalent."
Federal,2025,Defence,02,Defence,Source-classified (Confirmed),COFOG-02300,Foreign military aid,Foreign military aid,n/q — see Notes,159799,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Defence,02,Defence,Source-classified (Confirmed),COFOG-02400,R&D Defence,R&D Defence,n/q — see Notes,62754,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Defence,02,Defence,Source-classified (Confirmed),COFOG-02500,Defence n.e.c.,Defence n.e.c.,n/q — see Notes,13497,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Confirmed),COFOG-03000,Public order and safety,Public order and safety,n/q — see Notes,179223,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Confirmed),COFOG-03100,Police services,Police services,n/q — see Notes,3343788,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Unconfirmed — closest UN match),COFOG-03110,Police services (closest UN match),Police services (closest UN match),n/q — see Notes,9377,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Confirmed),COFOG-03200,Fire-protection services,Fire-protection services,n/q — see Notes,3791,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Unconfirmed — closest UN match),COFOG-03210,Fire-protection services (closest UN match),Fire-protection services (closest UN match),n/q — see Notes,22178,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Unconfirmed — closest UN match),COFOG-03220,Fire-protection services (closest UN match),Fire-protection services (closest UN match),n/q — see Notes,247225,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Confirmed),COFOG-03300,Law courts,Law courts,n/q — see Notes,1447663,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] No dedicated Justice bucket in the shared taxonomy."
Federal,2025,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Confirmed),COFOG-03400,Prisons,Prisons,n/q — see Notes,741305,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] No dedicated Justice bucket in the shared taxonomy."
Federal,2025,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Confirmed),COFOG-03500,R&D Public order and safety,R&D Public order and safety,n/q — see Notes,0,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Unconfirmed — closest UN match),COFOG-03510,R&D Public order and safety (closest UN match),R&D Public order and safety (closest UN match),n/q — see Notes,16023,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Confirmed),COFOG-03600,Public order and safety n.e.c.,Public order and safety n.e.c.,n/q — see Notes,263575,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Unconfirmed — closest UN match),COFOG-03700,Public order and safety (closest UN match — division only goes to group 03.6),Public order and safety (closest UN match — division only goes to group 03.6),n/q — see Notes,724,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-04100,"General economic, commercial and labour affairs","General economic, commercial and labour affairs",n/q — see Notes,4438,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-04110,General economic and commercial affairs,General economic and commercial affairs,n/q — see Notes,169523,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-04120,General labour affairs,General labour affairs,n/q — see Notes,102651,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
